create_date,author_comment_id,content,node_code_id
2020-04-07 16:41,38,파일: 사회계층론 4주차 6그룹 회의록.docx,81823264
2020-04-07 16:41,38,이상없으면 올릴게요!,81823264
2020-04-07 16:41,38,"확인부탁드려요,,!",81823264
2020-04-07 16:42,34,확인했습니당!! 좋아요!!,81823264
2020-04-07 16:42,36,너무 고생많으셨어요... ㅠㅠ,81823264
2020-04-07 16:42,37,저도 좋습니다~!,81823264
2020-04-07 16:42,26,저도 확인 했습니다! 좋은 것 같아요,81823264
2020-04-07 16:42,26,:),81823264
2020-04-07 16:42,37,고생하셨어요~~!,81823264
2020-04-07 16:43,36,다음회의때는 완전열씨미하겠습니다...,81823264
2020-04-07 16:43,35,수고하셨슴다~,81823264
2020-04-07 16:43,36,이모티콘,81823264
2020-04-07 16:43,37,오늘도 열심히해주셨습니다!!,81823264
2020-04-07 16:43,37,죄송해하실거 없어요~~!,81823264
2020-04-07 16:43,26,고생 하셨습니다!!,81823264
2020-04-07 16:43,37,넵 다들 수고하셨어요!,81823264
2020-04-07 16:43,38,채팅으로도 충분히 잘 보였어요!!!,81823264
2020-04-07 16:45,36,감사합니다...!,81823264
2020-04-28 17:54,26,"20.04.28 계층론 팀 회의록
 
- 부르디외 수업 들으며
    - 취향에 관한 것, 여행에 관한 것...
        - 숙소의 차이를 넣어도 괜찮지 않을까?
            - 상위 계층 : 호텔...
            - 중위 계층 : 펜션...
            - 하위 계층 : 게스트하우스...
        - 여행을 일반화 요소로 쓸 수 있는가?
            - 좀 더 일상생활적인 요소를...
                - 소비습관?
                    - 계층에 대한 박탈감 느낀 경험 => 소비 습관에 대한 경험에서 기인
                        - 친구가 가격표를 안 보고 바로 산다
                            - 소비 스타일
                                - 의식주에 빗대어 활용
                                    - 의
                                        - 옷을 사는 곳 등등
                                    - 식
                                        - 편의점, 레스토랑 등등
                                    - 주
                                        - 주거 환경, 주거 타입
        - 이미 완성해놓은 계급 지도에 적용할 수 있는 부분?
            - 계급
                - 강의 자료 : 계급이란 통계수치에 의해 정의 될 수 없다
                    - 통계수치 적용이 안 되는 부분들 : 맑스의 관계성, 
                        - 현재 우리가 나눈 기준은 경제력에 기반함
                            - 맑스의 관계성을 통해 생산수단의 소유(집 등) 등의 관계성을 표현할 수 있지 않을까?
                    - 아비투스의 적용
                        - 문화적인 부분까지 함께 향유하는 상류층, 그렇지 않은 상류층
                - 하나의 지도에 여러가지 기준 넣기... Ex/XYZ축
                    - 아비투스로 인해 계층이동이 불가능한 계층을 표현
                        - Ex/계급마다 할 수 있는 사교 모임이 다름 => 네트워킹의 계층별 단절 (인적 자본+문화적 자본)
                            - 계층이동이 지도에서 나타나는데, 중산층은 언제든지 무산계급으로 내려올 가능성이 내재되어 있다. 뿌띠부르주아지는 상류층으로의 계층이동이 어렵다. 따라서 아비투스를 통해 이러한 개념을 표현하면?
                        - 아비투스를 적용할 때, 아비투스를 제외한 개념은 가시적이며, 아비투스는 비가시적인 개념이다.
                            - 비가시적인 부분에서, 공기의 질로 나타내는 것은 어떨지?
                            - 공기의 질이 달라지면 생명체가 적응하기 힘들다는 것으로, 계층 적응이 힘듦을 나타내는 것은?
                                - 구름 위에 최상류층을 표현하여, 아예 접근하기 힘든 계층을 나타내기.
                                -",81823264
2020-04-28 18:10,37,"20.04.28 계층론 팀 회의록
 
1. 소비습관 [의/식/주]를 기준으로
- 의, 식, 주로 나누어 계층별 소비습관 분석
 Ex. 의) 옷을 사는 곳 등등, 식) 편의점, 레스토랑 등등, 주) 주거 환경, 주거타입 등등
- 계층별로 의, 식, 주에 치중하는 비율 분석
 
2. 아비투스 개념 적용
- 통계적으로 정의되지 않는 부분에 대한 설명
- 문화적인 부분까지 함께 향유하는 상류층, 그렇지 않은 상류층 (*상류층은 계층 개념 중 하나의 예시)
- 하나의 지도에 여러가지 기준 넣기 Ex/XYZ축
- 아비투스로 인해 계층이동이 불가능한 계층을 표현
- Ex/계급마다 할 수 있는 사교 모임이 다름 => 네트워킹의 계층별 단절 (인적 자본+문화적 자본)
- 계층이동이 지도에서 나타나는데, 중산층은 언제든지 무산계급으로 내려올 가능성이 내재되어 있다. 뿌띠부르주아지는 상류층으로의 계층이동이 어렵다. 따라서 아비투스를 통해 이러한 개념을 표현하면?
- 아비투스를 적용할 때, 아비투스를 제외한 개념은 가시적이며, 아비투스는 비가시적인 개념이다.
→ 비가시적인 부분에서, 공기의 질로 나타내는 것은 어떨지?
→ 공기의 질이 달라지면 생명체가 적응하기 힘들다는 것으로, 계층 적응이 힘듦을 나타내는 것은?
→ 구름 위에 최상류층을 표현하여, 아예 접근하기 힘든 계층을 나타내기.",81823264
2020-04-28 18:10,37,제출용이 아니라 우선 논의된 부분을 정리해보았습니다!,81823264
2020-04-28 18:11,36,넵넵! ㅎㅎㅎ,81823264
2020-04-28 18:11,37,말씀하신 부분이 잘 드러나지 않았거나 빠진 부분 있으면 얘기해주세요!,81823264
2020-04-28 18:11,37,다음주 회의 때 수정하겠지만 우선은 추가해놓겠습니다~,81823264
2020-04-28 18:11,37,그런 부분이 있으면요!,81823264
2020-04-28 18:17,34,넘 깔끔하고 죠씁니당~!~!~!~!,81823264
2020-04-28 18:25,38,조아요오오,81823264
2020-04-28 18:28,26,좋습니당,81823264
2020-04-28 18:28,26,이모티콘,81823264
2020-04-28 18:28,36,고생많으셨어요😊,81823264
2020-04-28 18:29,35,고생하셨습니다!!,81823264
2020-04-28 18:43,37,이모티콘,81823264
2020-05-05 00:41,36,저희 내일 팀플하나요~?,81823264
2020-05-05 13:28,37,저는 오늘 괜찮습니다!,81823264
2020-05-05 13:40,34,저도 오늘 괜찮아요,81823264
2020-05-05 13:41,26,저두욥!,81823264
2020-05-05 13:50,34,"저희 토론 계층지도 토론하는거죠,,??",81823264
2020-05-05 13:50,36,그렇죠..? 저번주에 교수님이 이번에 토론까지한거 같이해서 올리라고 하셨건 것 같아요!,81823264
2020-05-05 14:15,37,넵 맞아요!,81823264
2020-05-05 14:15,37,오늘 회의하면 5시쯤 어떨까요??,81823264
2020-05-05 14:17,36,저는 좋아요 ㅎㅎ,81823264
2020-05-05 14:17,36,이모티콘,81823264
2020-05-05 14:17,34,저도 5시 좋습니당!,81823264
2020-05-05 14:17,26,너무 좋아욤,81823264
2020-05-05 14:17,38,저두요ㅎㅎ,81823264
2020-05-05 14:20,35,저도 괜찮습니다 ㅎㅎ,81823264
2020-05-05 14:24,37,이모티콘,81823264
2020-05-05 15:16,26,헐,81823264
2020-05-05 15:16,26,새 이모티콘이다,81823264
2020-05-05 16:36,36,저희,81823264
2020-05-05 16:36,36,카톡 회의하나욤,81823264
2020-05-05 16:36,36,아니면 줌이나 보이스톡?,81823264
2020-05-05 16:53,37,음 보이스톡이랑 카톡 병행하다가 좀 힘들면 줌 해보는걸로 할까요??,81823264
2020-05-05 16:53,26,다들 화상이 편하신가요 ??,81823264
2020-05-05 16:54,36,저는 크게 상관없습니다!,81823264
2020-05-05 16:54,26,음 아니면,81823264
2020-05-05 16:54,26,화상 회의에 참여하려면 다음 링크를 클릭하세요. https://meet.google.com/cnj-raig-csx,81823264
2020-05-05 16:54,26,이걸로 해도 될 것 같아요,81823264
2020-05-05 16:54,36,혹시,81823264
2020-05-05 16:55,36,회원가입같은거 필요하나요??,81823264
2020-05-05 16:55,26,그냥 주소 누르시면 바로 접속될거에요!,81823264
2020-05-05 16:55,36,저눈 좋습니당,81823264
2020-05-05 16:55,36,이모티콘,81823264
2020-05-05 16:56,37,네 저도 좋ㅇ아요!,81823264
2020-05-05 16:56,26,user20,81823264
2020-05-05 16:56,26,혹시 피터 교수님 계정으로,81823264
2020-05-05 16:56,26,들어오셨나요,81823264
2020-05-05 16:57,37,넵 잠시만요 ㅠㅠ,81823264
2020-05-05 16:57,26,순간 당황해서,81823264
2020-05-05 16:57,26,회의 종료를 할뻔 했읍니다,81823264
